Gender,Age group,State or Territory,Currently pregnant,Number of children,Age of youngest child,Essential oils preferences,Natural ingredients importance,How often use baby bath products,How often use baby shampoo,Survey Question 11,Survey Question 12,Survey Question 13,Survey Question 14,Survey Question 15,Survey Question 16,Survey Question 17,Survey Question 18,Survey Question 19,Survey Question 20,Survey Question 21,Survey Question 22,Survey Question 23,Survey Question 24,Survey Question 25,Survey Question 26,Survey Question 27,Survey Question 28,Survey Question 29,Survey Question 30,Survey Question 31,Survey Question 32,Survey Question 33,Survey Question 34,Survey Question 35,Survey Question 36,Survey Question 37,Survey Question 38,Survey Question 39,Survey Question 40,Survey Question 41,Survey Question 42,Survey Question 43,Survey Question 44,Survey Question 45,Survey Question 46,Survey Question 47,Survey Question 48,Survey Question 49,Survey Question 50,Survey Question 51,Survey Question 52,Survey Question 53
Female,Female,Male,Female,Male,Female,Strongly Disagree,Agree,Never,Never,Disagree,Always,Neutral,Disagree,Rarely,Agree,Disagree,Never,Neutral,Agree,Sometimes,Strongly Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree,Always,Strongly Agree,Agree,Always,Agree,Neutral,Never,Neutral,Strongly Agree,Often,Agree,Strongly Disagree,Rarely,Neutral,Neutral,Often,Neutral,Neutral,Often,Strongly Agree,Agree,Never,Disagree,Neutral,Often,Disagree,Neutral
Male,Female,Male,Female,Male,Female,Disagree,Agree,Sometimes,Rarely,Agree,Sometimes,Strongly Disagree,Disagree,Never,Disagree,Disagree,Always,Disagree,Neutral,Sometimes,Agree,Disagree,Never,Disagree,Strongly Disagree,Sometimes,Neutral,Agree,Often,Strongly Disagree,Agree,Sometimes,Disagree,Disagree,Always,Disagree,Strongly Agree,Always,Neutral,Neutral,Sometimes,Agree,Strongly Agree,Never,Agree,Strongly Agree,Rarely,Neutral,Neutral,Rarely,Disagree,Neutral
Female,Male,Female,Male,Female,Female,Neutral,Disagree,Always,Always,Agree,Often,Strongly Disagree,Disagree,Rarely,Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Disagree,Rarely,Neutral,Disagree,Always,Agree,Strongly Agree,Sometimes,Neutral,Strongly Agree,Often,Strongly Disagree,Strongly Agree,Never,Neutral,Agree,Always,Disagree,Strongly Disagree,Often,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Disagree,Often,Strongly Agree,Strongly Agree,Always,Neutral,Agree
Female,Male,Female,Female,Male,Male,Agree,Strongly Agree,Never,Often,Strongly Agree,Never,Agree,Strongly Disagree,Never,Agree,Strongly Agree,Rarely,Strongly Agree,Agree,Always,Agree,Strongly Agree,Rarely,Strongly Agree,Strongly Agree,Sometimes,Agree,Neutral,Sometimes,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Agree,Always,Agree,Strongly Disagree,Often,Neutral,Neutral,Sometimes,Strongly Agree,Neutral,Sometimes,Neutral,Disagree,Rarely,Agree,Strongly Agree,Sometimes,Agree,Strongly Disagree
Male,Female,Male,Female,Male,Male,Strongly Agree,Disagree,Always,Often,Neutral,Always,Strongly Disagree,Strongly Agree,Often,Neutral,Disagree,Often,Strongly Agree,Disagree,Often,Strongly Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Always,Strongly Disagree,Neutral,Always,Agree,Agree,Never,Strongly Disagree,Disagree,Sometimes,Agree,Strongly Disagree,Always,Neutral,Disagree,Often,Disagree,Strongly Agree,Often,Agree,Strongly Disagree,Never,Agree,Agree,Sometimes,Strongly Agree,Disagree
Female,Male,Female,Male,Male,Female,Strongly Agree,Neutral,Never,Sometimes,Agree,Sometimes,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Strongly Agree,Always,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Always,Agree,Disagree,Rarely,Neutral,Disagree,Often,Neutral,Agree,Always,Agree,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Sometimes,Agree,Neutral,Never,Agree,Disagree
Female,Female,Male,Male,Female,Male,Strongly Disagree,Neutral,Often,Rarely,Agree,Rarely,Neutral,Disagree,Always,Strongly Agree,Strongly Agree,Rarely,Agree,Strongly Disagree,Often,Agree,Agree,Always,Neutral,Strongly Disagree,Rarely,Strongly Agree,Agree,Never,Disagree,Neutral,Sometimes,Strongly Agree,Neutral,Never,Strongly Disagree,Strongly Disagree,Often,Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Strongly Agree,Neutral,Sometimes,Strongly Agree,Agree,Sometimes,Agree,Strongly Disagree
Male,Male,Female,Female,Female,Male,Disagree,Strongly Disagree,Never,Often,Disagree,Often,Strongly Agree,Strongly Agree,Never,Agree,Strongly Agree,Rarely,Disagree,Disagree,Often,Disagree,Strongly Agree,Sometimes,Disagree,Disagree,Always,Strongly Agree,Strongly Agree,Never,Neutral,Strongly Disagree,Rarely,Neutral,Agree,Never,Strongly Agree,Strongly Disagree,Often,Agree,Neutral,Often,Strongly Disagree,Disagree,Sometimes,Disagree,Strongly Disagree,Never,Agree,Neutral,Often,Strongly Agree,Strongly Agree
Female,Female,Male,Female,Female,Female,Disagree,Disagree,Sometimes,Often,Neutral,Rarely,Agree,Strongly Agree,Sometimes,Disagree,Strongly Disagree,Sometimes,Disagree,Disagree,Often,Neutral,Neutral,Always,Disagree,Disagree,Rarely,Strongly Agree,Agree,Rarely,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Neutral,Never,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Agree,Rarely,Disagree,Strongly Agree,Sometimes,Neutral,Strongly Disagree,Often,Strongly Agree,Disagree
Female,Male,Male,Female,Female,Female,Neutral,Agree,Often,Sometimes,Agree,Often,Disagree,Neutral,Sometimes,Strongly Agree,Disagree,Never,Agree,Agree,Never,Neutral,Strongly Agree,Rarely,Agree,Disagree,Always,Neutral,Disagree,Sometimes,Disagree,Strongly Disagree,Sometimes,Agree,Disagree,Never,Disagree,Disagree,Never,Strongly Disagree,Disagree,Always,Neutral,Neutral,Sometimes,Disagree,Strongly Disagree,Sometimes,Strongly Agree,Agree,Always,Neutral,Agree
Female,Male,Male,Female,Female,Male,Strongly Agree,Strongly Agree,Always,Never,Strongly Disagree,Rarely,Neutral,Disagree,Sometimes,Strongly Disagree,Neutral,Sometimes,Neutral,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Often,Disagree,Agree,Rarely,Neutral,Neutral,Never,Neutral,Strongly Agree,Sometimes,Strongly Disagree,Strongly Disagree,Often,Disagree,Disagree,Rarely,Strongly Agree,Strongly Agree,Always,Neutral,Strongly Agree,Never,Agree,Disagree,Sometimes,Agree,Strongly Agree
Female,Male,Male,Male,Female,Female,Neutral,Strongly Agree,Sometimes,Often,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Rarely,Disagree,Disagree,Often,Strongly Disagree,Disagree,Always,Agree,Disagree,Always,Disagree,Disagree,Rarely,Strongly Disagree,Strongly Disagree,Always,Strongly Disagree,Disagree,Never,Agree,Disagree,Rarely,Neutral,Strongly Agree,Never,Neutral,Agree,Rarely,Agree,Neutral,Never,Strongly Agree,Neutral,Sometimes,Disagree,Disagree,Rarely,Neutral,Agree
Male,Female,Male,Male,Male,Male,Strongly Disagree,Disagree,Sometimes,Never,Disagree,Always,Neutral,Agree,Always,Strongly Disagree,Strongly Disagree,Never,Disagree,Strongly Agree,Never,Neutral,Disagree,Rarely,Agree,Strongly Agree,Often,Neutral,Disagree,Always,Agree,Agree,Always,Disagree,Neutral,Never,Neutral,Agree,Never,Disagree,Neutral,Sometimes,Strongly Agree,Strongly Disagree,Never,Neutral,Neutral,Always,Strongly Agree,Agree,Rarely,Neutral,Strongly Agree
Male,Male,Female,Female,Male,Male,Agree,Neutral,Sometimes,Sometimes,Agree,Often,Strongly Agree,Agree,Often,Strongly Disagree,Strongly Disagree,Rarely,Agree,Neutral,Always,Disagree,Strongly Disagree,Sometimes,Neutral,Disagree,Often,Disagree,Disagree,Always,Strongly Agree,Disagree,Never,Strongly Disagree,Agree,Rarely,Neutral,Strongly Disagree,Never,Agree,Strongly Disagree,Often,Strongly Disagree,Agree,Never,Agree,Agree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Neutral,Neutral
Female,Female,Female,Male,Male,Female,Agree,Strongly Disagree,Rarely,Never,Disagree,Never,Disagree,Disagree,Sometimes,Strongly Disagree,Agree,Never,Strongly Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Sometimes,Strongly Disagree,Strongly Agree,Sometimes,Agree,Disagree,Rarely,Disagree,Agree,Often,Disagree,Neutral,Often,Neutral,Disagree,Never,Strongly Agree,Strongly Agree,Sometimes,Disagree,Neutral,Rarely,Strongly Agree,Agree,Rarely,Disagree,Strongly Agree
Male,Female,Female,Female,Female,Female,Disagree,Agree,Never,Always,Strongly Disagree,Often,Disagree,Neutral,Sometimes,Disagree,Neutral,Always,Disagree,Strongly Agree,Never,Disagree,Strongly Agree,Sometimes,Agree,Neutral,Never,Agree,Strongly Agree,Always,Disagree,Agree,Sometimes,Neutral,Agree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Disagree,Strongly Agree,Never,Strongly Disagree,Strongly Agree,Always,Agree,Agree,Never,Agree,Neutral,Never,Neutral,Strongly Disagree
Female,Male,Female,Female,Female,Female,Strongly Disagree,Strongly Agree,Always,Always,Neutral,Sometimes,Agree,Strongly Agree,Often,Agree,Disagree,Never,Disagree,Disagree,Sometimes,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Often,Agree,Strongly Agree,Sometimes,Strongly Disagree,Strongly Agree,Always,Strongly Agree,Disagree,Rarely,Strongly Agree,Neutral,Always,Strongly Agree,Agree,Often,Neutral,Strongly Disagree,Always,Agree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree
Male,Female,Male,Female,Female,Female,Neutral,Neutral,Often,Rarely,Strongly Agree,Often,Neutral,Strongly Disagree,Always,Agree,Agree,Sometimes,Agree,Strongly Agree,Rarely,Disagree,Strongly Disagree,Rarely,Agree,Strongly Agree,Always,Disagree,Strongly Agree,Sometimes,Strongly Disagree,Neutral,Often,Strongly Agree,Strongly Agree,Rarely,Neutral,Agree,Never,Agree,Neutral,Sometimes,Neutral,Strongly Disagree,Always,Strongly Agree,Strongly Disagree,Always,Neutral,Strongly Disagree,Always,Disagree,Strongly Disagree
Female,Male,Female,Male,Female,Female,Strongly Disagree,Strongly Agree,Sometimes,Rarely,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Never,Neutral,Agree,Sometimes,Strongly Agree,Neutral,Rarely,Agree,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Sometimes,Strongly Disagree,Neutral,Never,Strongly Agree,Neutral,Always,Neutral,Agree,Sometimes,Disagree,Agree,Rarely,Strongly Agree,Agree,Rarely,Agree,Strongly Agree,Sometimes,Neutral,Agree,Rarely,Strongly Disagree,Disagree
Female,Male,Female,Male,Female,Male,Neutral,Agree,Always,Often,Strongly Disagree,Never,Agree,Agree,Always,Strongly Disagree,Disagree,Rarely,Strongly Disagree,Strongly Disagree,Always,Strongly Disagree,Disagree,Never,Disagree,Agree,Sometimes,Agree,Neutral,Sometimes,Neutral,Neutral,Often,Agree,Strongly Disagree,Rarely,Agree,Strongly Disagree,Always,Strongly Disagree,Strongly Agree,Never,Disagree,Strongly Disagree,Often,Disagree,Strongly Agree,Never,Neutral,Disagree,Often,Strongly Agree,Neutral
Male,Male,Female,Female,Male,Female,Neutral,Agree,Often,Never,Disagree,Never,Strongly Disagree,Disagree,Often,Strongly Disagree,Strongly Agree,Sometimes,Strongly Disagree,Disagree,Never,Agree,Disagree,Sometimes,Neutral,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Often,Strongly Agree,Strongly Agree,Sometimes,Agree,Agree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Strongly Disagree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Strongly Agree,Never,Agree,Neutral,Never,Strongly Disagree,Strongly Agree
Female,Male,Male,Female,Female,Female,Strongly Agree,Neutral,Never,Always,Agree,Sometimes,Neutral,Neutral,Rarely,Neutral,Strongly Disagree,Never,Disagree,Strongly Agree,Always,Neutral,Strongly Disagree,Never,Strongly Disagree,Disagree,Always,Strongly Disagree,Agree,Never,Neutral,Strongly Agree,Rarely,Disagree,Neutral,Rarely,Disagree,Agree,Always,Neutral,Strongly Agree,Rarely,Strongly Disagree,Neutral,Sometimes,Strongly Disagree,Agree,Sometimes,Neutral,Agree,Sometimes,Strongly Agree,Strongly Disagree
Male,Male,Male,Female,Female,Male,Strongly Agree,Neutral,Sometimes,Always,Neutral,Sometimes,Strongly Disagree,Strongly Agree,Often,Neutral,Agree,Rarely,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Neutral,Often,Agree,Disagree,Always,Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Sometimes,Disagree,Neutral,Rarely,Disagree,Agree,Often,Agree,Neutral,Never,Agree,Agree,Never,Strongly Disagree,Strongly Disagree,Sometimes,Disagree,Disagree
Male,Female,Male,Female,Male,Female,Neutral,Neutral,Always,Always,Neutral,Never,Strongly Agree,Strongly Agree,Sometimes,Strongly Agree,Neutral,Never,Neutral,Agree,Often,Neutral,Agree,Always,Strongly Disagree,Strongly Agree,Rarely,Strongly Disagree,Agree,Sometimes,Neutral,Disagree,Always,Agree,Agree,Always,Neutral,Strongly Agree,Always,Strongly Agree,Agree,Always,Agree,Neutral,Always,Agree,Disagree,Often,Neutral,Strongly Disagree,Often,Strongly Disagree,Strongly Disagree
Female,Male,Male,Female,Male,Male,Agree,Strongly Disagree,Never,Rarely,Neutral,Never,Strongly Disagree,Neutral,Never,Disagree,Neutral,Always,Strongly Agree,Agree,Never,Neutral,Agree,Often,Strongly Disagree,Strongly Disagree,Sometimes,Neutral,Strongly Agree,Always,Strongly Agree,Disagree,Never,Disagree,Disagree,Always,Neutral,Neutral,Always,Strongly Agree,Disagree,Always,Agree,Neutral,Often,Strongly Agree,Strongly Disagree,Never,Strongly Disagree,Disagree,Often,Neutral,Neutral
Female,Male,Female,Male,Male,Male,Agree,Neutral,Often,Always,Strongly Agree,Sometimes,Disagree,Strongly Disagree,Never,Agree,Strongly Disagree,Never,Strongly Disagree,Agree,Never,Strongly Agree,Disagree,Rarely,Disagree,Strongly Agree,Sometimes,Agree,Strongly Disagree,Never,Disagree,Agree,Sometimes,Strongly Disagree,Strongly Agree,Always,Strongly Disagree,Neutral,Always,Agree,Neutral,Always,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Agree,Never,Neutral,Strongly Agree
Male,Female,Male,Male,Female,Male,Strongly Disagree,Agree,Always,Sometimes,Neutral,Always,Strongly Agree,Neutral,Often,Strongly Disagree,Disagree,Never,Strongly Disagree,Strongly Disagree,Always,Neutral,Strongly Agree,Never,Strongly Disagree,Disagree,Often,Strongly Agree,Strongly Agree,Never,Agree,Strongly Disagree,Often,Strongly Disagree,Agree,Always,Strongly Disagree,Neutral,Always,Agree,Neutral,Sometimes,Agree,Agree,Never,Strongly Disagree,Strongly Agree,Rarely,Strongly Agree,Agree,Often,Strongly Disagree,Disagree
Female,Male,Male,Male,Female,Female,Agree,Neutral,Often,Sometimes,Disagree,Never,Strongly Agree,Agree,Sometimes,Strongly Agree,Agree,Rarely,Agree,Strongly Agree,Often,Agree,Disagree,Rarely,Agree,Agree,Often,Neutral,Agree,Often,Neutral,Strongly Agree,Sometimes,Agree,Neutral,Never,Agree,Disagree,Rarely,Disagree,Neutral,Always,Neutral,Strongly Disagree,Never,Neutral,Agree,Rarely,Disagree,Strongly Disagree,Often,Disagree,Agree
Female,Male,Male,Male,Female,Female,Strongly Agree,Agree,Always,Often,Strongly Agree,Never,Strongly Disagree,Neutral,Often,Agree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Always,Strongly Agree,Neutral,Rarely,Strongly Disagree,Strongly Agree,Sometimes,Agree,Agree,Often,Strongly Disagree,Neutral,Never,Strongly Agree,Strongly Agree,Sometimes,Neutral,Disagree,Never,Disagree,Strongly Agree,Always,Strongly Disagree,Agree,Sometimes,Strongly Agree,Strongly Agree,Never,Neutral,Agree,Often,Disagree,Neutral
Male,Female,Female,Female,Male,Male,Neutral,Strongly Agree,Sometimes,Always,Strongly Disagree,Sometimes,Agree,Agree,Sometimes,Strongly Agree,Strongly Agree,Rarely,Strongly Disagree,Strongly Disagree,Often,Neutral,Strongly Disagree,Never,Strongly Agree,Disagree,Often,Disagree,Neutral,Never,Disagree,Disagree,Always,Disagree,Disagree,Rarely,Neutral,Neutral,Always,Strongly Agree,Neutral,Never,Strongly Disagree,Neutral,Often,Disagree,Strongly Disagree,Rarely,Strongly Agree,Disagree,Often,Strongly Agree,Neutral
Female,Male,Female,Female,Male,Male,Strongly Agree,Strongly Disagree,Rarely,Often,Disagree,Never,Disagree,Disagree,Always,Strongly Agree,Strongly Disagree,Always,Neutral,Neutral,Never,Strongly Disagree,Neutral,Rarely,Disagree,Agree,Never,Neutral,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Always,Strongly Disagree,Disagree,Rarely,Strongly Agree,Neutral,Rarely,Strongly Agree,Agree,Often,Agree,Agree,Sometimes,Strongly Agree,Disagree,Always,Agree,Disagree,Always,Strongly Agree,Strongly Disagree
Female,Female,Female,Male,Female,Male,Disagree,Disagree,Never,Never,Neutral,Never,Strongly Disagree,Strongly Agree,Often,Disagree,Strongly Agree,Often,Strongly Disagree,Disagree,Often,Strongly Disagree,Agree,Never,Neutral,Neutral,Rarely,Disagree,Strongly Agree,Always,Agree,Strongly Agree,Never,Strongly Disagree,Neutral,Always,Strongly Disagree,Agree,Sometimes,Disagree,Strongly Disagree,Always,Agree,Strongly Disagree,Always,Agree,Disagree,Never,Agree,Strongly Agree,Always,Neutral,Neutral
Female,Female,Female,Female,Female,Male,Strongly Disagree,Disagree,Never,Never,Neutral,Sometimes,Strongly Agree,Disagree,Sometimes,Strongly Agree,Strongly Disagree,Always,Disagree,Strongly Disagree,Sometimes,Strongly Disagree,Disagree,Often,Strongly Disagree,Strongly Disagree,Often,Agree,Neutral,Sometimes,Strongly Disagree,Disagree,Always,Strongly Agree,Agree,Sometimes,Neutral,Agree,Always,Neutral,Neutral,Never,Neutral,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Agree,Always,Neutral,Agree
Male,Male,Female,Female,Male,Female,Strongly Agree,Strongly Agree,Rarely,Often,Agree,Always,Strongly Disagree,Neutral,Rarely,Strongly Disagree,Neutral,Often,Strongly Disagree,Strongly Disagree,Always,Disagree,Neutral,Often,Agree,Neutral,Sometimes,Disagree,Agree,Rarely,Neutral,Neutral,Often,Strongly Agree,Disagree,Always,Strongly Agree,Agree,Sometimes,Strongly Agree,Strongly Agree,Always,Strongly Agree,Strongly Agree,Sometimes,Strongly Disagree,Disagree,Rarely,Strongly Agree,Strongly Disagree,Never,Neutral,Neutral
Male,Female,Male,Male,Male,Female,Strongly Agree,Strongly Disagree,Sometimes,Never,Agree,Rarely,Strongly Disagree,Strongly Agree,Often,Disagree,Agree,Sometimes,Neutral,Strongly Agree,Always,Strongly Disagree,Strongly Agree,Never,Disagree,Neutral,Sometimes,Agree,Neutral,Rarely,Strongly Disagree,Strongly Disagree,Rarely,Strongly Disagree,Neutral,Sometimes,Strongly Disagree,Neutral,Rarely,Disagree,Strongly Agree,Sometimes,Strongly Agree,Strongly Disagree,Sometimes,Neutral,Disagree,Always,Strongly Agree,Strongly Disagree,Always,Strongly Disagree,Agree
Female,Female,Female,Male,Male,Female,Strongly Agree,Disagree,Sometimes,Sometimes,Agree,Often,Neutral,Agree,Always,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Disagree,Often,Strongly Disagree,Disagree,Always,Neutral,Strongly Agree,Sometimes,Neutral,Agree,Always,Neutral,Disagree,Always,Strongly Agree,Disagree,Always,Strongly Agree,Strongly Disagree,Always,Agree,Agree,Sometimes,Agree,Neutral,Always,Disagree,Agree,Always,Strongly Agree,Strongly Agree,Rarely,Agree,Neutral
Female,Male,Male,Male,Male,Male,Neutral,Strongly Agree,Always,Rarely,Agree,Sometimes,Strongly Disagree,Disagree,Often,Agree,Strongly Agree,Always,Disagree,Strongly Agree,Rarely,Strongly Agree,Disagree,Always,Disagree,Strongly Disagree,Often,Strongly Agree,Neutral,Rarely,Neutral,Strongly Disagree,Rarely,Agree,Agree,Rarely,Strongly Disagree,Strongly Agree,Always,Disagree,Strongly Disagree,Never,Disagree,Neutral,Never,Agree,Disagree,Rarely,Neutral,Disagree,Never,Disagree,Disagree
Male,Male,Female,Male,Female,Female,Neutral,Strongly Agree,Often,Always,Neutral,Often,Disagree,Agree,Rarely,Strongly Disagree,Neutral,Sometimes,Neutral,Disagree,Often,Neutral,Neutral,Never,Disagree,Strongly Agree,Always,Agree,Neutral,Sometimes,Disagree,Agree,Always,Neutral,Agree,Rarely,Strongly Agree,Neutral,Never,Strongly Disagree,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Often,Neutral,Disagree,Never,Agree,Disagree,Never,Strongly Disagree,Strongly Disagree
Female,Male,Female,Female,Female,Female,Strongly Agree,Disagree,Sometimes,Often,Strongly Agree,Often,Disagree,Strongly Disagree,Rarely,Agree,Strongly Disagree,Often,Strongly Disagree,Disagree,Always,Strongly Disagree,Agree,Sometimes,Agree,Agree,Sometimes,Disagree,Strongly Agree,Never,Strongly Agree,Neutral,Always,Disagree,Agree,Often,Strongly Agree,Disagree,Rarely,Neutral,Neutral,Never,Disagree,Strongly Agree,Rarely,Agree,Agree,Often,Agree,Strongly Disagree,Rarely,Strongly Disagree,Strongly Agree
Female,Male,Male,Female,Female,Female,Agree,Strongly Agree,Always,Always,Disagree,Always,Strongly Agree,Agree,Always,Disagree,Strongly Disagree,Always,Strongly Disagree,Agree,Often,Strongly Agree,Strongly Disagree,Rarely,Agree,Agree,Always,Agree,Strongly Agree,Often,Strongly Agree,Strongly Disagree,Sometimes,Agree,Agree,Rarely,Disagree,Strongly Agree,Rarely,Disagree,Neutral,Often,Strongly Agree,Agree,Often,Disagree,Disagree,Never,Neutral,Neutral,Never,Strongly Agree,Neutral
Female,Female,Female,Female,Female,Male,Neutral,Strongly Agree,Always,Never,Strongly Agree,Never,Disagree,Strongly Agree,Never,Strongly Agree,Strongly Disagree,Sometimes,Agree,Strongly Disagree,Never,Strongly Agree,Strongly Disagree,Rarely,Strongly Agree,Strongly Disagree,Never,Strongly Agree,Disagree,Rarely,Neutral,Neutral,Sometimes,Neutral,Disagree,Never,Strongly Disagree,Neutral,Never,Strongly Disagree,Agree,Always,Neutral,Strongly Disagree,Always,Strongly Agree,Strongly Agree,Always,Disagree,Strongly Disagree,Rarely,Agree,Strongly Disagree
